Index ,Product Name ,Discounted Price ,Original Price ,Review Counts ,Badge
5560,"
            Surface Pro Black Leather Cover, Surface 2, 3 Case, Surface Go 2, Surface Pro 6 Leather, Surface Pro X, Surface Custom Sleeve, Surface Pro 7
        ",49.00,98.00,"
                    (177)
                ",No badge
5561,"
            Personalised quiet busy , felt book from 6 months -2 year. Quiet book. Activity book,educational toy, soft felt book.Sensory activities
        ",75.00,75.00,"
                    (183)
                ","
    Etsy’s Pick
"
5562,"
            Music Notebook - Manuscript Paper and Space for Notes - Pocket Size with 6 Staves A6 (4.1 x 5.8 inch)
        ",6.65,6.65,"
                    (95)
                ","
    Etsy’s Pick
"
5563,"
            A6 Cover / Mini Organizer / Leather Notebook Cover / Journal Cover A6 Folio / Leather Sketchbook, Notebook Cover / Engraved A6 Sleeve
        ",74.00,74.00,"
                    (709)
                ","
    Etsy’s Pick
"
5564,"
            2 Softcover Pocket Journals | Dragonfly Pattern | Insect Pattern | Insect Notebook | Stocking Filler | Stationery Gift |Wedding Favour
        ",8.47,9.97,"
                    (21)
                ",No badge
5565,"
            A5 fabric notebook cover, campervan notebook, reusable book cover, gift for friends, leavers gift, travel gift
        ",23.26,23.26,"
                    (992)
                ","
    Etsy’s Pick
"
5566,"
            Folder, A5, A6, 2 ring binder, paisley, cork
        ",44.10,44.10,"
                    (1,784)
                ","
    Etsy’s Pick
"
5567,"
            Tea bag bookmark, book gifts for her, floral bookmark for women, tea bag gift, tea and books, tea gift, reading gifts for book lovers
        ",9.30,9.30,"
                    (992)
                ","
    Etsy’s Pick
"
5568,"
            Eddie the Seagull Doorstop / Bookend -DIY flat packed-Funny doorstop-Coastal decor-House warming-beach life-unique gift-birds-grey-white
        ",29.48,29.48,"
                    (2,138)
                ","
    Etsy’s Pick
"
5569,"
            Hourly Week ,Planner Bundle, Printable Page,Minimalist : Stay organized and Productive all week long
        ",1.55,1.55,"
                    (17)
                ",No badge
5570,"
            Bookmarks
        ",4.85,4.85,"
                    (63)
                ",No badge
5571,"
            Squad Goals Acrylic Bookmarks, Mouse Inspired, Disney, Star Wars Theme, reading time, bookmark, acrylic bookmark
        ",6.00,6.00,"
                    (61)
                ",No badge
5572,"
            Engelbert Humperdinck Christmas LP, Orig Shrink!  70s Vintage Vinyl Record Album O Holy Night Silent Night Rudolph Silver Bells. Adorable!
        ",48.99,48.99,"
                    (70)
                ",No badge
5573,"
            Eco-friendly Handmade Cotton Quilted iPad Cover, Chromatic Blossom iPad Sleeve, Tech Accessories, Fabric iPad Case, Floral Print iPad Pouch.
        ",35.99,35.99,"
                    (9)
                ","
    Etsy’s Pick
"
5574,"
            Personalized hand Embroidered corner bookmark |felt corner bookmark | teacher gift | custom name bookmark | birthday gift | Book accessories
        ",17.00,17.00,"
                    (405)
                ","
    Etsy’s Pick
"
5575,"
            Wooden Bass Guitar Shaped Box for Guitar Pick, Guitar Gift for Dad, Guitar Pick Holder Gift for Musician for Husband for Guitar Player
        ",43.08,43.08,"
                    (97)
                ","
    Etsy’s Pick
"
5576,"
            book nerd vinyl laptop, water bottle, notebook sticker. cute planner sticker. kindle ipad sticker. weatherproof. book lover avid reader gift
        ",5.00,5.00,"
                    (574)
                ","
    Etsy’s Pick
"
5577,"
            Hand Tooled Leather Portfolio, Leather Padfolio, Leather Legal Pad Portfolio, Leather Legal Pad Notebook, Tooled Leather Portfolio Envelope
        ",144.50,170.00,"
                    (1,147)
                ",No badge
5578,"
            Personalized Mother's Day Comic Book Gift | Gift from Daughter to Mom | Personalized Birthday Gift for Mom | First Mother's Day Gift
        ",29.99,42.84,"
                    (3,481)
                ",No badge
5579,"
            Travel Journal | Travel Photo Album | Adventure Book | Travel Scrapbook | Keepsake Journal | Travel Planner |Our Adventure Book| Travel Gift
        ",24.00,24.00,"
                    (3,243)
                ","
    Etsy’s Pick
"
5580,"
            Gender Neutral, Inclusive Baby Record Book | Same Sex Family | IVF Surrogacy Book | Lesbian, Gay Couples | Lesbian Parents | Gay Parents
        ",50.37,50.37,"
                    (135)
                ","
    Etsy’s Pick
"
5581,"
            Leather Case for E-Reader and Tablets in cognac brown for Kindle, Tolino, Kobo, PocketBook and Onyx Boox devices and for smaller tablets
        ",64.63,64.63,"
                    (366)
                ","
    Etsy’s Pick
"
5582,"
            Light Green Shrooms Paperback Notebook, Handmade Cottagecore A5 Unlined and Lined Book, Witchy + Unusual,Handmade Eco Friendly Stationery
        ",11.96,11.96,"
                    (319)
                ","
    Etsy’s Pick
"
5583,"
            Coffee Camper Magnetic Bookmark
        ",4.50,4.50,"
                    (64)
                ","
    Etsy’s Pick
"
5584,"
            Faux Leather Journal, Cork Journal, Vegan Journal, Eco Friendly Gifts, Vegan Gift, Vegan notebook, Valentines Gift. Mothers Day
        ",40.67,45.19,"
                    (752)
                ",No badge
5585,"
            Castle Heartbeat Acrylic Bookmarks, Mouse Inspired, Home, Castle Home, reading time, bookmark, acrylic bookmark
        ",6.00,6.00,"
                    (61)
                ",No badge
5586,"
            Contemporary Romance Book Cover -- He Loves Me
        ",82.87,110.50,"
                    (5)
                ",No badge
5587,"
            Nerd Bookends
        ",67.99,67.99,"
                    (7,597)
                ",No badge
5588,"
            A Dream is A Wish Acrylic Bookmarks, Mouse Inspired, Shoes, Glass Slipper, reading time, bookmark, acrylic bookmark
        ",6.00,6.00,"
                    (61)
                ",No badge
5589,"
            Cryptid Bookmark Alien Head, Best Friend Cryptid Fan Sci Fi Lover Personalized Small Bookish Gift, Halloween Reading Bookclub Party Favors
        ",22.99,22.99,"
                    (1,296)
                ","
    Etsy’s Pick
"
5590,"
            Ancient Musical Instrument Ocarina Forest Bird Tuned in Minor Pentatonic Scale Key D 432 Hz / Meditation Flute / Sound Therapy Flute
        ",165.00,165.00,"
                    (801)
                ","
    Etsy’s Pick
"
5591,"
            Moms Recipe Book, Personalized Recipe Journal, Mother Daughter Gift, Recipe Notebook, Custom Gift for Mom, Family Cook Book, Recipe Binder
        ",29.90,49.83,"
                    (3,234)
                ",No badge
5592,"
            2024 Personalised Diary. Daily Planner. Floresta - Original Layout
        ",52.10,65.12,"
                    (141)
                ",No badge
5593,"
            Bookmark - Badger - Pencil, Drawing, Illustration, Animals, Nature, Books, Bookmark, Reading, Forest Pictures, Vintage, Flowers
        ",2.83,2.83,"
                    (397)
                ","
    Etsy’s Pick
"
5594,"
            Weekly Planner - Constellations - To Do List Desk Planner - 52 Weeks - Weekly Planner 2024 - 2025 - Milo Hachim
        ",15.99,15.99,"
                    (890)
                ","
    Etsy’s Pick
"
5595,"
            Coral Notebook - Journal - Sketchbook - Blank pages - Lined pages
        ",10.99,10.99,"
                    (890)
                ","
    Etsy’s Pick
"
5596,"
            Guitar Headstock Adapter - Brown or Black Leather, Real leather, Strong
        ",7.99,7.99,"
                    (6,353)
                ","
    Etsy’s Pick
"
5597,"
            Hardcover Writing Journal Self-care Weekly Planner for Her | Inspirational Monthly Planner | Women's Christmas Gift | Aesthetic Journal
        ",24.50,35.00,"
                    (533)
                ",No badge
5598,"
            Thumb book page holder,personalized thumb page,Thumb page spreader Book Lover bookmark,Bookworm,page holder for Readers
        ",11.25,15.00,"
                    (796)
                ",No badge
5599,"
            Sustainable seed book A6 made of grass paper - Growing
        ",19.16,19.16,"
                    (1,471)
                ","
    Etsy’s Pick
"
5600,"
            Vintage 70s Red 'Woodstock' Hippie Guitar - Camera - Bag Strap
        ",55.56,55.56,"
                    (352)
                ","
    Etsy’s Pick
"
5601,"
            Flower Bouquet Acrylic Bookmarks, Mouse Inspired, Disney, Star Wars Theme, reading time, bookmark, acrylic bookmark
        ",6.00,6.00,"
                    (61)
                ",No badge
5602,"
            Cotton Fabric 2024-25 Pocket Calendar
        ",10.50,10.50,"
                    (872)
                ",No badge
5603,"
            Vintage Science Book, Student Book, 1939 Book, Zoology Book, Education Book, Chart o Graph Company, Elementary Zoology, Collectible Books
        ",24.50,24.50,"
                    (534)
                ",No badge
5604,"
            Blank Notebook/Journal with Sacred Goddess and Full Moon Illustration, Journal, Diary, Dream Log, Spell Book, Log Book, Artistic Planner
        ",16.00,16.00,"
                    (447)
                ",No badge
5605,"
            Floral Spiral Notebook - Hydrangea
        ",15.88,15.88,"
                    (1,270)
                ","
    Etsy’s Pick
"
5606,"
            Bad Ideas - Notebook
        ",7.77,7.77,"
                    (564)
                ","
    Etsy’s Pick
"
5607,"
            Sleeve and Skin Set for the iPad Mini, Italian Leather Sleeve & Matching Leather Skin, Personalized, iPad Mini (2021), 3M adhesive, USA
        ",131.40,146.00,"
                    (970)
                ",No badge
5608,"
            Bride Notebook Gift
        ",6.65,6.65,"
                    (505)
                ","
    Etsy’s Pick
"
5609,"
            Arctic animals bookmarks
        ",2.66,2.66,"
                    (3,831)
                ","
    Etsy’s Pick
"
5610,"
            Leather recorder case,Tin whistle pouch,Gift for musician,Recorder pouch bag,Instrument cover,Alto recorder cover,Tin whistle case
        ",35.10,48.75,"
                    (929)
                ",No badge
5611,"
            Personalised Mum's Notebook Gift Women's Diary For Her, Custom Diary for Her, Mother's Day Present, Birthday Keepsake, Thoughtful Journal
        ",25.90,34.54,"
                    (4,696)
                ",No badge
5612,"
            Bookends Undated Daily Planner Book
        ",46.52,46.52,"
                    (686)
                ","
    Etsy’s Pick
"
5613,"
            3x Manifestation Journal: A5 journal linen for success & wishes in your life | Law of Attraction | gift | Christmas
        ",84.98,84.98,"
                    (290)
                ","
    Etsy’s Pick
"
5614,"
            Book journal | Navy flowers | Reading log | Book lover gift | A5 reading journal notebook
        ",31.90,31.90,"
                    (115)
                ","
    Etsy’s Pick
"
5615,"
            Set of two small black handwoven bookmarks with stars.  Gift for teacher, librarian, bookworm, friend, sister, mother, coworker.
        ",39.68,39.68,0,"
    Etsy’s Pick
"
5616,"
            Set of two small white handwoven bookmarks with stars.  Gift for teacher, librarian, bookworm, friend, sister, mother, coworker.
        ",39.68,39.68,0,"
    Etsy’s Pick
"
5617,"
            Simple Note Pages Bundle - Happy Planner - Lined, Dot Grid, Square Grid - for print or digital planning
        ",2.00,4.00,0,No badge
5618,"
            Abroad by Thomas Crane and Ellen Elizabeth Houghton
        ",0.22,0.22,"
                    (73)
                ",No badge
